id,width,height,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
233,16.88,2.50,6034,6427,394,Truck,1,385.66,24.21,24.79,24.54,56.94,2.31,-1.00,0
234,5.15,2.22,6069,6362,294,Car,1,409.64,33.93,35.24,34.97,66.64,1.89,77.37,0
235,16.67,2.50,6091,6524,434,Truck,2,409.76,23.01,24.07,23.67,49.67,2.13,59.20,0
236,4.45,2.12,6108,6400,293,Car,1,408.32,34.72,35.76,34.98,47.97,1.36,59.91,0
237,3.49,1.72,6140,6425,286,Car,1,409.65,35.28,36.43,35.95,33.36,0.92,21.06,0
238,4.95,2.02,6150,6458,309,Car,2,410.85,32.87,33.70,33.37,232.91,6.98,142.58,0
239,4.85,2.12,6195,6495,301,Car,1,408.98,33.51,34.39,34.10,72.79,2.13,-1.00,0
240,5.05,2.22,6223,6522,300,Car,1,408.73,33.58,36.07,34.19,33.02,0.96,18.01,0
241,16.67,2.50,6236,6660,425,Truck,2,408.10,23.94,24.36,24.07,115.37,4.81,121.15,0
242,9.50,2.50,6244,6669,426,Truck,1,405.81,23.60,24.06,23.88,196.84,8.21,-1.00,0
243,3.54,1.82,6272,6562,291,Car,2,408.65,34.50,35.59,35.25,145.14,4.08,79.08,0
244,5.15,2.22,6296,6584,289,Car,2,410.49,35.11,36.03,35.65,25.94,0.72,22.19,0
245,4.14,1.92,6308,6604,297,Car,1,409.54,34.02,35.33,34.61,106.47,3.10,89.83,0
246,16.98,2.50,6311,6743,433,Truck,1,407.13,23.21,23.83,23.57,48.01,2.04,2068.80,0
247,6.77,2.93,6318,6766,449,Car,2,411.76,22.38,23.38,22.98,74.17,3.31,-1.00,0
248,5.56,2.02,6321,6608,288,Car,2,412.35,34.92,36.62,35.94,27.04,0.76,26.71,0
249,4.14,2.02,6339,6638,300,Car,1,406.55,33.53,34.75,34.01,37.33,1.11,-1.00,0
250,4.85,2.07,6370,6673,304,Car,1,409.90,33.47,34.32,33.84,37.54,1.11,76.69,0
251,16.78,2.50,6388,6818,431,Truck,1,407.54,23.46,23.82,23.70,54.03,2.30,144.67,0
252,4.35,2.02,6402,6714,313,Car,1,408.20,31.37,33.72,32.73,37.29,1.19,-1.00,0
253,4.65,1.92,6428,6738,311,Car,1,408.86,30.96,33.90,33.00,27.56,0.83,25.28,0
254,4.35,1.92,6430,6696,267,Car,2,410.45,36.37,40.42,38.60,136.66,3.46,29.94,0
255,4.65,1.92,6452,6723,272,Car,2,403.01,35.86,39.15,37.20,28.11,0.78,-1.00,0
256,4.35,1.92,6462,6814,353,Car,2,403.14,27.79,30.57,28.65,61.69,2.07,9.64,0
257,14.05,2.50,6463,6893,431,Truck,1,407.54,23.53,23.80,23.70,57.04,2.41,288.29,0
258,6.47,2.50,6473,6816,344,Truck,1,406.51,28.87,30.74,29.64,48.06,1.66,-1.00,0
259,4.85,2.02,6489,6766,278,Car,2,409.73,35.44,38.82,37.00,46.90,1.32,-1.00,0
260,4.85,2.02,6506,6846,341,Car,2,403.88,29.08,30.83,29.71,33.92,1.13,22.35,0
261,6.06,2.32,6534,6803,270,Car,2,409.65,37.62,38.82,38.09,50.01,1.31,19.78,0
262,16.47,2.50,6573,6972,400,Truck,1,386.55,23.93,24.54,24.23,80.18,3.32,115.22,0
263,5.56,2.22,6601,6918,318,Car,2,401.77,30.95,32.25,31.71,85.15,2.74,36.88,0
264,4.95,2.12,6704,7017,314,Car,2,403.02,31.20,32.90,32.21,123.32,3.79,91.88,0
265,16.88,2.50,6707,7137,431,Truck,1,406.74,23.42,23.82,23.66,113.06,4.74,-1.00,0
266,4.65,2.02,6768,7063,296,Car,1,408.72,34.39,35.17,34.66,337.07,9.69,69.85,0
267,16.67,2.50,6775,7208,434,Truck,2,409.92,23.09,23.87,23.67,71.31,3.08,-1.00,0
268,4.65,1.92,6788,7083,296,Car,1,408.22,33.99,35.55,34.62,22.83,0.65,74.55,0
269,4.35,1.92,6886,7103,218,Car,2,410.62,45.86,48.55,47.35,-1.00,-1.00,-1.00,0
270,4.65,2.12,6929,7149,221,Car,2,401.78,45.48,45.87,45.68,72.81,1.60,-1.00,0
271,16.88,2.50,6947,7381,435,Truck,1,406.75,23.20,23.60,23.43,211.54,8.98,1946.01,0
272,5.76,2.22,6973,7404,432,Car,1,405.86,23.27,23.82,23.54,16.27,0.69,60.80,0
273,4.55,2.02,7018,7252,235,Car,2,410.12,42.88,44.46,43.84,157.65,3.67,-1.00,0
274,9.20,2.50,7035,7436,402,Truck,1,393.25,23.24,24.94,24.53,33.48,1.42,24.19,0
275,9.50,2.50,7071,7516,446,Truck,2,407.86,22.49,23.35,22.92,269.05,11.96,-1.00,0
276,4.45,1.92,7167,7484,318,Car,1,408.20,31.96,32.32,32.20,13.00,0.40,7.44,1
277,3.74,1.82,7175,7463,289,Car,1,406.85,34.10,35.62,35.34,-1.00,-1.00,-1.00,0
278,5.05,1.92,7207,7525,319,Car,2,408.29,31.70,32.48,32.12,325.39,10.26,-1.00,0
279,4.75,2.02,7220,7562,343,Car,1,408.10,29.50,30.07,29.85,63.07,2.13,19.86,0
280,4.85,1.92,7244,7586,343,Car,1,408.17,29.14,30.99,29.85,23.62,0.80,33.76,0
281,4.65,2.12,7307,7580,274,Car,1,399.13,36.14,36.99,36.57,141.94,3.87,30.46,0
282,4.75,2.02,7332,7616,285,Car,2,407.80,35.57,36.10,35.92,125.20,3.47,34.58,0
283,4.14,1.82,7343,7686,344,Car,1,408.08,29.31,30.04,29.75,110.38,3.68,170.32,0
284,16.67,2.50,7353,7787,435,Truck,2,408.80,23.15,23.96,23.56,239.53,10.20,1001.61,0
285,4.65,2.02,7375,7649,275,Car,1,407.59,35.65,38.39,37.21,94.22,2.45,42.60,0
286,3.74,1.82,7388,7727,340,Car,1,407.34,29.32,30.45,30.05,45.32,1.52,52.10,0
287,5.96,2.43,7521,7832,312,Car,1,405.12,31.65,33.04,32.58,128.48,3.95,40.64,0
288,4.45,1.92,7561,7770,210,Car,1,399.12,44.61,50.53,47.79,239.06,5.03,25.15,0
289,4.75,1.92,7569,7878,310,Car,1,407.39,32.65,33.28,32.98,55.76,1.68,37.35,0
290,4.75,1.92,7578,7797,220,Car,1,404.65,43.15,48.88,46.24,24.92,0.58,-1.00,0
291,4.75,2.02,7580,7872,293,Car,1,405.54,33.58,35.41,34.75,4.71,0.13,2.72,1
292,4.55,1.92,7585,7887,303,Car,2,407.54,33.24,34.17,33.76,132.32,3.89,13.17,0
293,4.85,2.02,7593,7860,268,Car,2,408.93,37.48,38.69,38.31,369.40,9.78,173.16,0
294,4.45,1.92,7613,7878,266,Car,2,407.23,37.82,38.86,38.44,20.99,0.54,36.03,0
295,4.95,2.12,7632,7891,260,Car,2,409.39,38.17,40.05,39.54,15.68,0.41,11.57,0
296,6.11,2.43,7684,7974,291,Car,2,409.46,34.60,36.20,35.32,117.70,3.30,78.97,0
297,4.14,1.72,7725,7999,275,Car,2,408.51,36.73,37.71,37.30,142.20,3.87,-1.00,0
298,9.30,2.50,7768,8203,436,Truck,2,407.77,22.83,24.08,23.44,54.32,2.31,-1.00,0
299,3.84,1.92,7798,8090,293,Car,2,402.05,31.89,36.38,34.43,103.57,2.85,-1.00,1
300,8.39,2.50,7822,8237,416,Truck,1,403.76,24.14,24.46,24.33,52.84,2.16,-1.00,0
301,4.35,1.82,7837,8085,249,Car,1,407.61,40.62,41.42,41.12,345.82,8.36,57.54,1
302,9.15,2.50,7858,8300,443,Truck,2,406.60,22.58,23.46,23.01,73.62,3.26,-1.00,0
303,4.55,2.12,7923,8145,223,Car,1,408.19,45.51,46.35,46.01,132.44,2.90,30.78,0
304,4.24,1.82,7998,8279,282,Car,1,399.17,35.17,35.95,35.53,64.89,1.84,5.86,1
305,16.88,2.50,8070,8489,420,Truck,2,406.06,23.68,24.65,24.24,168.37,6.92,166.61,0
306,14.45,2.50,8078,8495,418,Truck,1,405.04,24.11,24.41,24.29,100.60,4.12,894.72,0
307,4.95,2.02,8095,8403,309,Car,2,408.90,33.03,33.57,33.20,-1.00,-1.00,-1.00,0
308,4.75,2.22,8112,8371,260,Car,1,405.75,38.81,39.51,39.19,132.05,3.37,32.38,0
309,9.70,2.50,8120,8531,412,Truck,1,392.56,23.72,24.16,23.89,31.15,1.29,-1.00,0
310,16.37,2.50,8126,8549,424,Truck,2,406.97,23.45,24.35,24.06,37.76,1.60,-1.00,0
311,16.78,2.50,8350,8770,421,Truck,1,404.14,23.90,24.16,24.06,201.14,8.32,455.75,0
312,16.88,2.50,8428,8854,427,Truck,1,406.22,23.45,24.32,23.85,58.19,2.39,331.27,0
313,4.95,2.02,8461,8775,315,Car,1,407.31,32.15,32.65,32.45,-1.00,-1.00,-1.00,0
314,4.95,2.12,8466,8715,250,Car,2,408.33,40.34,41.34,41.02,-1.00,-1.00,-1.00,0
315,15.77,2.50,8480,8893,414,Truck,1,405.06,24.32,24.74,24.53,23.90,0.98,26.29,0
316,8.19,2.50,8481,8919,439,Truck,2,408.15,23.03,23.73,23.31,333.27,14.04,-1.00,0
317,4.95,2.12,8483,8797,315,Car,1,405.56,31.83,32.84,32.31,22.01,0.69,49.35,0
318,4.35,1.92,8493,8821,329,Car,1,407.26,30.98,31.53,31.06,9.82,0.31,-1.00,0
319,4.95,1.92,8524,8851,328,Car,1,408.55,30.59,32.57,31.25,29.47,0.94,21.78,0
320,2.83,1.72,8542,8881,340,Car,1,407.79,28.71,31.44,30.08,19.60,0.62,2.87,1
321,4.45,1.92,8580,8899,320,Car,1,407.02,30.80,32.77,31.91,17.98,0.57,30.18,0
322,4.45,1.92,8590,8878,289,Car,2,402.74,32.65,36.29,34.98,61.92,1.79,5.42,1
323,4.35,1.92,8598,8973,376,Car,1,400.79,25.90,27.96,26.73,61.19,2.18,39.65,0
324,3.84,1.92,8631,8974,344,Car,1,407.17,28.39,30.87,29.69,13.13,0.44,7.15,1
325,4.75,2.02,8633,8943,311,Car,1,398.99,31.83,32.60,32.19,58.83,1.84,49.38,0
326,3.84,1.82,8634,8906,273,Car,2,408.84,36.73,38.92,37.60,32.12,0.83,15.02,0
327,4.65,2.02,8654,8924,271,Car,2,407.85,36.01,39.19,37.78,24.44,0.63,18.61,0
328,4.85,1.92,8662,8995,334,Car,2,408.36,30.14,31.00,30.67,89.33,2.88,11.25,0
329,4.85,2.02,8670,8941,272,Car,2,408.59,35.89,40.50,37.71,18.31,0.51,17.55,0
330,4.14,1.87,8671,9001,331,Car,1,406.06,30.19,31.95,30.77,28.83,0.93,29.34,0
331,4.85,2.02,8692,8965,274,Car,2,406.98,36.03,39.41,37.29,20.93,0.57,13.89,0
332,4.65,2.12,8703,9028,326,Car,1,407.12,30.34,33.14,31.33,27.42,0.90,21.75,0
333,4.65,2.12,8724,9042,319,Car,1,405.72,29.65,32.64,31.91,12.56,0.41,8.38,0
334,4.55,2.12,8743,9065,323,Car,1,408.25,30.24,32.51,31.71,21.28,0.66,22.65,0
335,4.65,1.92,8743,9072,330,Car,1,399.20,29.37,31.39,30.35,113.32,3.78,27.46,0
336,4.85,1.92,8780,9035,256,Car,2,399.43,36.09,41.08,39.19,117.00,2.85,59.92,0
337,4.95,2.22,8807,9105,299,Car,1,398.82,29.46,35.58,33.47,34.33,1.13,11.14,0
338,4.65,1.92,8829,9123,295,Car,1,397.35,32.01,35.92,33.80,18.04,0.56,6.89,1
339,15.97,2.50,8836,9285,450,Truck,2,407.83,22.09,23.44,22.71,193.94,8.77,-1.00,0
340,4.35,1.92,8868,9097,230,Car,1,397.60,36.17,49.49,43.43,51.06,1.34,6.52,0
341,4.14,1.92,8915,9219,305,Car,1,406.71,31.23,36.30,33.45,112.49,3.33,80.76,0
342,16.07,2.50,8921,9371,451,Truck,2,407.20,22.11,23.17,22.63,60.02,2.67,-1.00,0
343,4.35,1.92,8927,9248,322,Car,2,400.58,30.57,31.68,31.21,218.20,7.13,-1.00,0
344,5.15,2.02,8949,9275,327,Car,2,408.73,30.57,32.00,31.36,23.53,0.73,61.22,0
345,4.95,2.02,8981,9307,327,Car,2,408.76,29.63,32.07,31.36,33.91,1.10,96.32,0
346,16.88,2.50,9087,9505,419,Truck,2,406.60,24.04,24.66,24.33,113.32,4.66,64.64,0
347,4.35,2.02,9139,9464,326,Car,1,406.38,30.84,31.96,31.27,-1.00,-1.00,-1.00,1
348,16.78,2.50,9144,9565,422,Truck,1,404.59,23.71,24.19,24.03,29.62,1.22,-1.00,0
349,17.79,2.50,9160,9583,424,Truck,2,406.17,23.86,24.33,24.01,52.66,2.17,-1.00,0
350,5.15,2.22,9176,9471,296,Car,2,407.53,33.82,35.21,34.55,223.12,6.47,92.09,0
351,11.42,2.63,9223,9552,330,Car,1,406.80,30.03,31.60,30.92,95.23,3.01,301.42,0
352,17.08,2.50,9237,9662,426,Truck,1,407.14,23.63,24.15,23.96,25.74,1.08,259.83,0
353,4.45,1.82,9253,9578,326,Car,1,405.61,30.57,31.47,31.21,28.04,0.91,30.38,0
354,16.78,2.50,9259,9704,446,Truck,2,407.90,21.59,24.11,22.92,78.71,3.64,-1.00,0
355,4.75,2.02,9286,9603,318,Car,1,400.31,29.17,33.03,31.59,29.78,0.94,19.48,1
356,6.27,2.32,9307,9643,337,Car,2,398.99,28.99,30.12,29.70,173.78,5.99,-1.00,0
357,6.06,2.63,9317,9714,398,Car,1,406.14,23.83,27.82,25.58,45.19,1.87,17.50,0
358,4.65,1.92,9334,9645,312,Car,1,405.84,31.38,34.16,32.64,43.32,1.37,22.52,0
359,16.98,2.50,9340,9786,447,Truck,2,408.15,21.88,23.89,22.89,54.46,2.48,-1.00,0
360,4.45,1.92,9382,9735,354,Car,2,407.86,28.23,30.06,28.90,82.43,2.76,150.53,0
361,16.67,2.50,9394,9851,458,Truck,2,406.86,21.66,22.58,22.26,30.44,1.40,-1.00,0
362,13.24,2.50,9429,9844,416,Truck,1,404.46,23.84,24.75,24.37,107.64,4.51,176.73,0
363,4.55,1.92,9513,9828,316,Car,2,407.21,31.10,32.85,32.34,117.01,3.56,25.56,0
364,5.26,2.12,9526,9847,322,Car,2,407.38,30.42,32.58,31.74,11.29,0.37,-1.00,0
365,16.57,2.50,9534,9960,427,Truck,1,406.88,23.51,24.17,23.89,85.92,3.59,-1.00,0
366,14.15,2.50,9539,9992,454,Truck,2,407.65,21.97,23.09,22.50,113.90,5.04,399.06,0
367,6.37,2.53,9600,9921,322,Car,2,407.23,31.06,33.01,31.73,84.70,2.71,-1.00,0
368,4.55,1.92,9626,9869,244,Car,1,405.76,40.62,43.30,41.77,368.33,8.56,32.40,0
369,4.85,2.02,9639,9966,328,Car,2,408.38,30.85,31.63,31.24,43.99,1.39,89.02,0
370,4.75,1.92,9659,9985,327,Car,2,407.59,30.87,31.78,31.28,17.93,0.57,25.63,0
371,16.78,2.50,9667,10107,441,Truck,2,408.16,22.90,23.84,23.20,90.41,3.88,122.74,0
372,4.24,1.92,9689,10012,324,Car,2,406.98,30.50,32.24,31.52,28.20,0.90,34.36,0
373,5.05,2.12,9705,10028,324,Car,2,409.48,30.89,32.58,31.71,13.98,0.45,15.29,0
374,16.67,2.50,9799,10231,433,Truck,2,405.64,22.78,24.13,23.48,103.81,4.39,464.24,0
375,4.04,1.82,9805,10118,314,Car,2,408.40,32.34,33.32,32.64,113.76,3.51,77.68,0
376,5.05,2.12,9837,10140,304,Car,2,409.26,33.10,34.40,33.79,23.72,0.71,16.69,0
377,4.85,1.92,9863,10161,299,Car,2,408.86,33.24,35.30,34.32,23.23,0.69,23.07,0
378,7.18,2.32,9890,10186,297,Car,2,407.66,33.09,35.14,34.45,27.92,0.81,25.54,0
379,4.45,2.02,9913,10221,309,Car,1,406.31,32.68,33.43,33.00,339.70,10.21,35.70,0
380,4.85,2.02,9914,10210,297,Car,2,408.76,33.95,35.17,34.54,24.79,0.72,18.40,0
381,17.99,2.50,9925,10340,416,Truck,2,375.28,22.08,23.18,22.63,66.06,2.97,-1.00,0
382,16.78,2.50,9966,10419,454,Truck,2,407.51,21.80,23.13,22.50,51.82,2.37,-1.00,0
383,4.65,2.02,9968,10256,289,Car,2,409.38,34.16,36.65,35.56,62.50,1.72,55.13,0
384,10.81,2.50,9999,10456,458,Truck,2,408.08,21.83,23.08,22.33,19.18,0.87,197.09,0
385,4.45,1.92,10062,10360,299,Car,1,407.02,33.72,34.35,34.17,184.45,5.38,113.24,0
386,9.80,2.12,10069,10486,418,Car,2,376.46,21.75,23.17,22.58,17.40,0.75,47.76,0
387,4.35,1.82,10081,10395,315,Car,2,407.22,31.70,33.16,32.44,150.93,4.75,-1.00,0
388,4.95,1.92,10108,10420,313,Car,2,408.36,31.96,33.03,32.73,28.62,0.86,51.24,0
389,16.67,2.50,10113,10534,422,Truck,2,405.82,23.71,24.43,24.10,30.92,1.29,20.76,0
390,8.08,2.50,10164,10598,435,Truck,1,406.69,23.11,23.62,23.43,20.80,0.88,-1.00,0
391,4.75,2.12,10198,10521,324,Car,1,409.16,31.30,32.09,31.69,-1.00,-1.00,-1.00,1
392,4.35,1.82,10216,10521,306,Car,2,407.79,32.05,34.53,33.44,129.29,3.77,84.46,0
393,17.99,2.50,10257,10674,418,Truck,2,406.40,23.97,24.75,24.37,118.88,4.85,190.31,0
394,4.65,1.92,10261,10658,398,Car,1,408.75,25.41,26.30,25.76,56.34,2.21,24.02,0
395,4.35,2.02,10273,10556,284,Car,1,408.40,35.68,36.81,36.10,73.42,2.05,17.50,0
396,4.24,1.92,10277,10568,292,Car,2,407.63,33.82,35.70,35.04,62.32,1.75,17.53,0
397,4.14,1.82,10291,10707,417,Car,2,407.69,24.20,24.85,24.51,25.78,1.05,40.79,0
398,4.95,2.02,10306,10637,332,Car,2,410.58,27.39,34.03,31.03,36.56,1.33,-1.00,0
399,4.55,2.02,10365,10698,334,Car,1,404.96,26.13,33.30,30.41,38.48,1.40,10.81,0
400,4.95,2.12,10393,10653,261,Car,1,407.04,38.76,39.53,39.16,145.51,3.73,47.59,0
401,3.84,1.92,10449,10709,261,Car,1,408.23,37.27,39.86,39.27,81.29,2.06,77.20,0
402,4.65,2.02,10471,10735,265,Car,1,406.95,37.53,39.61,38.56,28.12,0.71,60.22,0
403,16.78,2.50,10472,10854,383,Truck,1,386.39,25.05,25.46,25.30,123.14,4.83,-1.00,0
404,4.04,1.82,10524,10778,255,Car,1,400.30,38.24,39.87,39.43,69.81,1.79,32.64,0
405,4.65,2.02,10556,10816,261,Car,1,407.22,38.85,39.51,39.18,45.79,1.16,68.79,0
406,6.97,2.63,10583,10929,347,Truck,2,406.93,28.81,29.91,29.41,20.47,0.69,49.58,0
407,4.04,1.82,10597,10889,293,Car,2,409.82,34.52,35.60,35.11,350.89,10.01,288.00,1
408,4.14,1.82,10612,10925,314,Car,1,402.62,31.30,34.35,32.17,71.35,2.28,11.55,0
409,4.14,1.92,10626,10906,281,Car,1,407.50,36.05,36.91,36.40,106.35,2.88,-1.00,0
410,4.35,1.82,10646,10892,247,Car,2,411.86,40.21,44.40,41.88,34.80,0.82,5.23,0
411,4.95,1.92,10655,10930,276,Car,1,408.18,35.03,38.65,37.12,28.13,0.77,18.51,0
412,4.75,1.92,10691,10940,250,Car,2,409.82,40.44,41.50,41.17,66.93,1.64,752.73,0
413,16.98,2.50,10705,11119,415,Truck,1,385.46,23.10,23.56,23.29,104.92,4.45,-1.00,0
414,15.16,2.50,10725,11140,416,Truck,2,408.20,24.10,24.95,24.60,150.53,6.24,-1.00,0
415,16.88,2.50,10752,11190,439,Truck,1,405.55,22.92,23.34,23.15,26.72,1.15,12486.34,0
416,5.05,2.12,10756,11174,419,Car,2,410.40,23.95,25.75,24.55,26.46,1.08,47.29,0
417,4.04,1.82,10773,11098,326,Car,1,407.61,30.55,32.44,31.37,176.16,5.44,-1.00,0
418,16.67,2.50,10792,11229,438,Truck,1,406.57,23.17,23.43,23.27,19.71,0.84,46.96,0
419,4.75,2.02,10836,11148,313,Car,1,399.54,31.70,32.45,32.03,65.90,2.08,52.73,0
420,6.06,2.50,10861,11273,413,Truck,1,404.91,23.98,25.04,24.58,37.56,1.56,29.42,0
421,6.06,2.43,10875,11192,318,Car,1,407.28,32.00,32.27,32.14,43.64,1.35,115.62,0
422,4.45,2.02,10895,11182,288,Car,2,410.18,35.42,35.97,35.75,330.79,9.23,-1.00,0
423,3.84,1.82,10910,11209,300,Car,2,410.88,33.93,34.94,34.37,26.65,0.77,8.04,1
424,4.75,2.12,10911,11224,314,Car,1,398.28,31.46,32.33,31.83,39.78,1.23,144.12,0
425,4.45,1.82,10931,11252,322,Car,1,406.63,31.00,32.34,31.68,22.13,0.70,35.70,0
426,4.95,2.32,10940,11371,432,Car,1,405.85,23.20,23.87,23.55,73.91,3.10,-1.00,0
427,5.15,2.12,10955,11280,326,Car,1,407.37,31.09,32.03,31.35,24.04,0.77,38.56,0
428,4.55,1.92,10990,11322,333,Car,1,407.61,29.72,32.87,30.70,37.57,1.19,37.02,0
429,4.55,2.02,11009,11340,332,Car,1,407.00,29.37,33.21,30.75,16.07,0.54,20.15,0
430,3.94,1.92,11022,11380,359,Car,1,408.42,27.91,29.34,28.53,7.29,0.25,6.10,1
431,4.24,1.82,11040,11362,323,Car,1,407.85,29.65,34.82,31.68,19.44,0.64,7.56,0
432,4.65,1.92,11076,11398,323,Car,1,405.94,26.97,35.54,31.53,14.75,0.52,6.83,0
433,4.75,2.12,11097,11416,320,Car,1,406.45,28.14,36.06,31.87,14.65,0.51,10.78,0
434,4.04,1.92,11098,11457,360,Car,1,406.39,27.64,28.53,28.30,83.00,2.97,18.76,0
435,4.75,2.12,11130,11434,305,Car,1,405.83,30.73,35.02,33.39,18.19,0.58,6.34,0
436,4.24,1.97,11201,11518,318,Car,1,406.87,29.87,33.57,32.10,70.55,2.27,20.94,0
437,4.85,1.92,11250,11542,293,Car,2,408.04,34.24,35.80,34.96,-1.00,-1.00,-1.00,0
438,12.03,2.50,11257,11676,420,Truck,2,408.08,24.05,24.66,24.36,-1.00,-1.00,-1.00,0
439,3.74,1.82,11262,11538,277,Car,1,408.30,35.20,38.94,37.00,145.01,3.95,24.14,0
440,3.84,1.72,11349,11625,277,Car,2,402.84,35.81,36.68,36.51,123.39,3.37,89.62,0
441,16.07,2.50,11368,11802,435,Truck,1,405.21,23.13,23.58,23.35,202.03,8.57,-1.00,0
442,15.87,2.50,11424,11854,431,Truck,1,404.57,23.31,23.66,23.53,33.33,1.43,107.22,0
443,9.60,2.50,11474,11907,434,Truck,1,405.12,22.81,23.57,23.40,37.98,1.62,173.49,0
444,5.15,2.02,11488,11753,266,Car,2,409.39,38.17,38.90,38.65,186.30,4.79,81.59,0
445,17.08,2.50,11491,11903,413,Truck,2,407.51,24.32,25.31,24.74,209.01,8.43,1280.33,0
446,4.75,2.02,11511,11763,253,Car,1,406.33,40.18,40.47,40.33,358.18,8.86,68.34,0
447,16.78,2.50,11561,12024,464,Truck,1,405.67,21.55,22.21,21.91,64.93,2.92,-1.00,0
448,4.35,2.02,11564,11890,327,Car,1,407.19,30.11,32.27,31.24,82.80,2.75,-1.00,0
449,4.14,1.92,11597,11922,326,Car,1,407.40,31.12,31.83,31.35,31.67,1.01,21.80,0
450,4.04,1.82,11616,11939,324,Car,1,408.47,30.46,33.70,31.63,13.55,0.43,10.04,0
451,4.45,2.02,11679,11972,294,Car,1,407.48,32.78,36.52,34.78,39.61,1.20,11.33,0
452,16.47,2.50,11692,12121,430,Truck,1,406.49,23.30,23.92,23.70,73.36,3.14,35.25,0
453,4.65,2.02,11767,12024,258,Car,1,406.94,36.84,41.18,39.60,72.68,1.92,13.29,0
454,16.67,2.50,11815,12246,432,Truck,2,406.17,23.05,24.09,23.57,24.29,1.01,-1.00,0
455,5.15,2.12,11834,12090,257,Car,1,408.77,39.33,40.39,39.95,100.93,2.50,28.93,0
456,16.98,2.50,11845,12289,445,Truck,2,408.89,22.54,23.67,23.03,10.94,0.48,-1.00,0
457,9.70,2.50,11852,12251,400,Truck,1,404.06,25.05,25.46,25.33,122.16,4.82,63.11,0
458,3.84,1.82,11861,12166,306,Car,1,409.31,32.90,34.39,33.57,38.71,1.17,-1.00,0
459,4.35,1.92,11873,12190,318,Car,2,401.76,31.29,32.06,31.70,-1.00,-1.00,-1.00,1
460,4.24,1.82,11931,12293,363,Car,1,408.80,26.35,29.41,28.24,38.65,1.46,14.76,0
461,4.65,2.02,11977,12208,232,Car,1,407.41,40.63,47.11,44.11,64.59,1.54,8.72,0
